"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"C1",0.11156974811572,0.621807526722809,0.917413420509639,0.575181283252005,0.0346315130940662,0.10252592970525,0.104995084333571,-0.486211814982948,-0.783594530927476,0.889663645426947,0.174303054589994,-0.349821972156504,-0.718156284525438,0.0627832600305186,-0.226303349588943,-0.567791656435332,-0.50832631465421,0.468525279221709,-0.599630094858426,-0.211394510336495,0.999883448780957,0.224648340628745,-0.205588222144905,0.714243193094892,0.191086056031008,0.0129751720968785,0.262221293283388,0.232475281161885,0.220239645853067,1.28691370294826,0.940202927353575,-0.429646514204924,0.746879844411405,0.451935996492172,0.295371321523804,0.117099147108464,0.930072470089413,0.840675649239532,-0.91828428687365,-0.901556927728225,-0.666344808439799,-0.282721747355665,-0.201061100911922,0.68287697470202,-0.859798496937445,0.327858472115481,-0.756292967791715,-0.553970181490788,0.5929122186577,0.25076001131425
"C2",-1.40585993078878,-0.0890561796759209,0.381209392852826,0.314172994054297,0.607444708389691,0.378099453726119,1.05641658154215,0.183763305702601,0.207753117600846,0.110919207698181,-0.390109485409901,-0.733436545446618,0.0311997952685167,-0.323608425788685,-1.13938802527323,0.676323684438435,0.481325897884709,-0.376671830506155,-1.04718819508122,-0.740483587952826,-0.235011212389926,-0.850172036704879,-0.193412253530091,-0.682114334401043,-0.572673060420652,1.82448111987062,-0.439831339935733,-0.328442787315799,0.35237320278099,-0.0503361679816261,0.038746070025494,-0.446720041260242,0.783160993116508,-0.637115229121343,-0.0651472036961687,-0.620222054245155,0.631681007061593,0.348947750724427,0.0590369741647401,-1.02158507512271,0.918597556265736,-1.00847315597185,0.0414400670480986,0.321572029110447,-0.67945332425954,-0.135295761734661,1.37372712132614,-0.225360653474274,-1.30597212693797,0.256402640340132
"C3",0.908970038709813,-0.241031909889801,0.203515217632854,-0.155242024460915,0.642401831882336,0.0244760880902048,0.660485831748647,-0.286219417963411,-0.912903510512464,-0.54581385223543,1.22944357712491,-0.121300944652953,-0.710005755824068,-0.842521027692051,-0.791835225351193,-0.430107799610385,0.0989433882854847,0.226898716859336,0.395796010545102,-1.02986352800818,0.296376348015978,-0.186826108780102,0.925606472394487,-0.539812676463607,-0.971470908065024,-0.361492788423187,0.0716390263156131,0.592842547476405,-1.08260245551064,0.121258290350305,1.00017115787072,0.0721978440390427,0.69287342435618,-1.66254305150134,0.33295181024309,-1.30691593262135,-0.0960457219023275,-0.881953275151384,0.68933225664396,-0.886029110642451,-0.486207598438209,-0.203538204893784,-0.239426306491881,-0.55612784595239,-0.0949177501828356,0.386807843427447,0.74119288685102,0.942765862222012,0.835335050296434,0.701539194525949
"C4",-0.976653418775743,-0.154881256851424,-0.100673881166432,0.358322119677828,-0.362737596454057,0.407856927624943,-0.0728238594313414,-0.44161323933267,-0.825657344160748,0.080318311730652,0.727009758535132,0.734199829169332,1.03107741387993,-1.87971820853289,-0.958441872785275,-0.197036279988361,0.0891533897334349,0.958922024371384,-0.0557593916292082,0.179597219127544,0.542234497353217,0.396016264420716,2.20415637927019,-0.326234331443565,-0.462057149133425,0.428346068614623,0.497348833401063,0.167065679811542,0.224245279546666,0.297467562633419,-1.22280346552525,0.0149920921575657,0.04730471863143,-0.750499628554035,1.09437887856947,-0.939102313060567,0.301915065390563,0.369833685288495,0.910821089461006,-1.01988223690246,0.13717338271999,-0.777241202956196,0.184189914452059,-0.899148139297024,-0.289737262413782,0.171623330748002,1.65178431225404,-1.31686204092785,-0.339672650572192,0.549494471860142
"C5",0.427887912405507,0.906115186748842,-1.00412714946021,-0.549159059183875,0.79297168467585,0.343068904434569,0.226411510273739,0.0371926799673508,0.101211174624541,-0.356611780747136,-0.640575808960985,-1.31397272809504,0.11596150510465,-0.0383566297377641,1.26909755048316,0.0632121418390274,0.405001934039484,-0.394770354612316,-0.32508175801827,-0.278235060245431,0.0353949036687047,-0.0310094984844628,-0.186997720665655,-0.874430571549857,0.144168194327434,-0.524930156819844,-0.537130636863094,-0.586559944574008,0.230286513865634,0.160357977040795,1.3123972237956,-0.617397894050934,0.514072773989914,-0.0662646335626458,-0.104423898605679,0.94959066958638,0.0413173864872886,-0.228266537984079,0.172793670318611,0.185697894433032,-0.209183751977708,0.950863037460345,0.254717098000606,-0.10077490999748,-1.34352963388137,0.0937959328761045,-0.933883955570358,0.0797265123478477,-0.384874210660527,0.934431117899063
"C6",-1.08563617772174,0.675318075130041,-1.46360410391001,-1.0474707163602,1.16187882357117,-1.60865699500593,-1.17268391747732,1.08212485291864,-0.17877649970613,0.0556166634138369,1.40291405480399,-0.636281349453353,-0.0542744328239684,-0.467104600284838,-0.689883935256922,0.0232804606063894,0.827266979314645,0.243858843308167,-0.787258940743281,-0.620919100482526,-0.703495803353331,-0.00551106519324336,1.81656308691729,0.226696656222386,-0.466027789070841,0.774808501127867,1.42692325209677,-1.07158250470718,-0.918861930691492,-0.809569917857882,0.359680085026306,-0.182221821842048,0.207219889497927,-1.6800105744798,-0.0376649033033058,-0.70254603916396,-1.22143775530213,-1.28451392494391,1.80234093947866,1.33803608965177,-1.14624851388481,0.928407561655674,0.685072756467438,-0.874700223131656,0.201394046996921,-0.707763937960811,1.05480648871942,0.492064255353108,0.0487165023491153,-1.08744544411576
"C7",0.546104747996505,0.990071003086484,0.682225894067688,-0.250971078991797,1.05331500976503,-0.261934899595296,-0.393181908796176,-0.483791155396237,-0.944983984625483,0.470949247991093,-0.509496803540563,0.252719037247687,0.257460063505724,-0.250721526729932,-0.244903545802218,0.0761337413609258,-0.155527059325061,0.0835438427465783,0.868142457461837,-0.566086575696743,0.194584188348101,0.158486440821774,-0.0530388400920479,-0.129277724924012,-0.0589698188732803,-0.139564232744375,-0.499367527861661,-0.829458739610395,-0.238384519620958,-0.23309285319009,-0.161054566441106,0.227764313448736,0.23715980915915,-0.48776441077537,-0.76050843984562,0.809222531814358,-0.499632757613366,0.419631893117962,0.520838913062507,0.637857541656842,-0.37344622975042,0.210626917937004,0.0525782972430037,-0.200963823815916,0.349284388440422,-0.304586850432852,-0.205081234349029,0.511442106737203,1.17748168729497,-0.110832809273512
"C8",-0.139598797580827,-0.119108032947777,0.246518593900538,-0.110439422522143,0.444588938921107,-0.357283874906634,-0.195304817586396,-0.603131252271693,0.952512840077272,0.359922959244597,0.540389267091165,-0.425323308627074,-0.516140480103674,-0.693150448894784,-0.78102025420917,-0.463737433290333,1.23392522989891,-0.963696847205154,-0.195627641596353,1.13983172658279,-0.432660545006949,1.41586926263184,-0.00824778460097491,-0.322139992948022,1.02763903477156,-0.409361376688352,0.92139739204093,-0.0848494822871859,-0.17237665285521,-0.092016292698927,0.548896040707139,-0.193253439146323,1.48520083060393,-0.69782337175246,-0.109218962324319,-0.531932854371319,-0.609074097789962,0.2813253894742,-0.0859873116717461,0.0939180784104859,0.407884496456425,0.263160503254637,0.946396074545406,-0.366167312584154,0.430259177403667,0.72315552623535,0.143010953025456,-0.529584282855701,-0.261552916899065,-1.02494146942691
"C9",-0.626039740381876,-0.460639067285448,-0.0740120548586793,-0.649140567478275,0.118631315055401,-0.250566660106812,-0.915644914667497,-0.986163236506928,0.195900430738371,-0.682485292401934,-0.97837553592588,0.0333204123508106,0.482779215193218,0.811052465264131,0.467178681658708,0.196145666453866,0.08401502312108,-0.243695219638569,-0.293132774010019,-0.122421315771001,-0.155957622341349,0.648305175566695,-0.322891038120568,-0.247997047303678,0.0112956516271585,0.514755587763582,-0.236242945206591,0.44745303452602,0.542180242320632,-0.224200702006728,0.124000214781029,0.0337787144113037,0.275866650164593,0.74115032662801,0.427607108055595,0.322955065341891,0.0237380427516142,0.642896078069126,-0.113009172486109,-0.723377114669482,0.516093748499751,-0.0588877981615295,-0.22422590105905,0.331268364420732,1.18088893160897,-0.0164021845717209,-1.01007239135517,-0.691778167641058,-0.356055987925599,-0.208890180699715
"C10",-0.469088656972672,0.224966170584702,0.0848968724124597,0.418099862224616,0.315197888160623,0.106767841458232,0.380318316025459,0.774672532212683,-0.269084281121242,-0.388000776819088,-0.517991289942041,-0.0710053643946341,-0.613635675379,-0.194625707844901,-0.391246778566125,0.252751826653834,-0.638759476694885,-0.464199628196612,-0.501210922331241,0.574562349974973,-0.465537850632036,0.0396601794944275,0.0698399624526559,0.744069340341093,0.033529007461297,-0.193261429951185,0.0443061778481115,-0.455552270963954,-0.529703993521539,0.0111370421979071,0.42024349763784,-0.514076254793904,-0.0378779997745593,-0.883901203696473,-1.24051529833521,-0.650997294320762,-0.328023898422403,0.0245560285338981,0.916817668353492,0.00983943581782885,0.531360068919569,0.712141306169018,-0.775340011852092,-0.0887621626472993,-0.0932536815402218,-0.59657649648524,0.869951655986505,-1.41204961180821,0.0499100602510079,-0.0800808737306334
