"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"C1",0.926563037681348,1.17811766036919,0.700800674014078,0.528106459182512,0.967935638958096,-0.0756148496047778,-0.481881592373418,0.985850808580149,-0.219496246286543,0.343876706185595,0.229793746580522,0.637088142376264,-0.218167468022842,0.556647551651436,-1.55585588057829,0.821227649140998,0.228462396322633,0.0896082298853295,0.632919336370933,-0.475757382933635,0.485830842884133,-0.0121545603059762,-0.653833301569243,-0.309810334297176,-0.492263687700286,-0.315715063150796,-0.446730883627147,0.78288052582381,1.19258845755116,1.18049266715145,0.176358491961006,0.367654234599367,-1.05291303886284,-0.73236289728322,0.311830959573208,-0.0361818714800628,-0.794047633226691,0.320605815115371,0.48368468025422,-0.278037324760587,-0.527734761481362,0.673712030593234,-0.0889189177397471,0.287766204029777,0.123282674571136,-0.0274099571855379,0.927409968092875,0.316032275116597,-0.000939985223977514,-0.0270033428777372
"C2",-0.964389929409523,0.241967881485751,-0.0407815007507449,-0.0240359628438133,0.423959561678712,-0.827196911925908,-0.240239807383258,0.55715607588942,-1.02538077509546,1.22957824795285,0.19614651356705,-0.103262268599447,-0.119137786682096,-1.08947523503245,-0.0340192088237373,-1.06166517294244,-0.264007762572296,-0.230913210973464,-0.774683497110856,0.413215407126011,-0.34974526253068,0.251902064378966,0.46519489353125,0.779650249704685,0.143620674314164,-0.0146768863315169,-0.0224312039106151,-0.676657372847905,0.108554057199255,0.884977727913579,-0.232626366111149,0.210292433106186,0.978569487521867,-0.74809439468789,-0.820511903941584,-0.887074978335411,0.622019276538641,-0.27245229342908,0.125488197670182,0.265890541997368,-0.0910720106971807,0.200461202794057,0.0664357230734747,-0.308093922608209,-0.299069674252372,-0.686676418186666,-0.1270792087358,-0.426942385533262,-1.32485326413231,-0.414273058625145
"C3",-0.132852704379299,0.464022899211506,0.478015394100804,0.162513812593529,0.338834378459151,-0.214759002377125,0.199280038808115,0.62051242945643,0.404882473676316,0.330042110539742,-0.0703576293353089,0.0034097227239058,0.469407162264266,0.327967786416071,0.1122310380089,-1.1237658173407,0.180347998851616,0.0112733579522065,-0.753144403106589,-0.62106746184338,0.736374164692758,-0.0400776519570655,-0.392495311871502,-0.22133627859487,0.747650850222154,0.13104830466445,-0.263988786608261,-0.0307842462084068,0.560887181375173,0.443837518617058,0.0398320318092567,0.615600732156575,-0.417387808106977,0.627923257555168,-0.106800001145323,0.237432214565534,-0.427498479846742,1.03374002776281,-0.530788200328869,-0.220817440204438,0.396016790131871,0.0902390369797843,0.338566931638805,0.562699505989718,0.120610790110758,0.263515408838639,0.181998616208287,-0.583749058727334,-0.442964234819417,0.00656159470777981
"C4",0.00620142181829178,-1.15771431798056,-0.777599693411795,-0.498792357690569,0.391126612706363,-0.240225033597457,-0.748042413564011,-0.0338198605874016,0.83996123696553,-0.164019900098285,-0.87961860632045,1.55526187188334,0.724077462398834,-0.0843313876555549,0.0830274869761348,-0.10642682364913,-0.802602984871535,-0.190095797723705,-0.286889259144116,0.23702480763732,0.148808844077831,0.512258502397317,-0.824224198646131,-0.089822160708613,-0.293341165935835,0.123122012494382,0.629299825517774,-1.52704947362272,0.250683537999373,-1.03522836879214,0.0229709400893214,-0.384917062206664,-0.518361303269027,-0.272948172309037,0.224558784779321,1.00219765982432,0.489125011644079,0.595747777901983,0.389154596429772,0.259344083874472,0.1686648379692,-0.557800544420041,0.0138951146445721,0.0830733943701238,0.148233196247933,0.0495236047163932,-0.136385160228314,-0.637833058596064,0.206050437520174,0.359344958381847
"C5",-0.225198097566296,-0.92430668216031,-0.623692013815512,-0.982202711149605,0.67715752268325,-0.094684176870068,0.100316568738352,-0.0973310651194068,-0.395621999018898,-0.228866735992686,-0.221273499866904,-0.130260232733621,-0.398816561169793,-0.00800237066147898,0.115612908150499,-0.888838448756772,0.235194394728601,-0.406987704896812,-0.556416666142599,0.249144112702516,0.804805813522043,0.658359084543371,0.287495008631193,0.626412964400218,-0.447318864976172,0.184416321540258,0.739845212998417,-0.814735297964616,-0.0428214585227438,-0.964697809095528,0.401917686168594,-0.0722329815090818,0.754558945279146,-0.243405121714676,0.00488129174776373,-0.064382246369393,0.0519123860596665,0.14913226634589,0.478340785505444,0.665513137345719,-0.307878561550117,0.120525112560066,0.829033020323816,-0.602744945107593,-0.392785707266242,1.0328398793334,-0.231464437590177,-0.75087445391672,0.264429366443587,-0.81387409439358
"C6",0.271844438592947,-0.201091095906115,-0.550544574731941,-0.493177491423086,0.0872023872537401,0.0571868516693669,-0.19454932403682,0.82352759470153,0.716555450727076,0.24631014097245,0.249377221241904,0.0779462437978021,0.0890694532268024,-0.171848563478179,0.482510564815916,-0.228833209089108,-0.468500233920232,0.331249551035103,0.194623193948971,-0.00491255429874958,-0.452338328587547,-0.0420756882487162,0.0931692849286799,-0.0971484186465041,0.164443999357121,-0.277052272257791,0.499666004190124,-0.726323325941199,-1.53887492530403,-0.00879116531485204,-0.29791236945248,0.111482950145271,-0.507370605557549,-0.430483867760023,-0.0196521301110009,0.00271067143355744,-0.179501070274391,-0.0671465863501585,0.829952754263212,0.281299491844672,-0.138410253844456,-0.469356255361339,0.389280866610758,0.268781358118499,0.0646397812114595,0.741363235790928,-0.00166715532032283,0.172352869317938,0.583399537063321,0.234600183806545
"C7",0.713244212625038,-0.85877835267448,-0.150286732989972,-0.515352434596317,0.462774647335031,-0.265042334570659,0.565381080496594,0.271841915517326,0.326193952212191,0.613827523744262,0.721125226895691,0.690433095891614,-0.481075717952375,0.396678801502473,0.00369483023903863,-0.25471723739437,-0.867014383643146,0.567463181905713,1.17941497004049,-0.285773262787494,0.0365917504001265,-0.619834886291763,-1.07912192129752,-0.68440827677358,0.500179967824397,-0.99197275268932,0.361291773739767,0.553821485264387,-1.38207731191769,-0.0255587974517452,0.545255520441411,-0.411451778741111,-0.537424556097398,-0.168926607394135,-0.0705428960493243,0.932792601720933,0.556074077404581,-0.772108198261402,-0.516141866244549,0.243990653947051,-0.166569590431023,0.447438878633915,-0.111603091084007,0.00458007537705681,0.393556661791435,-1.42674586182217,-1.67323356985736,1.49493370518347,0.515937794969051,0.151670072799513
"C8",-0.0708758985517752,0.464359585149645,-0.453650094180008,0.770581298659424,-0.314757420921068,-1.62659258233507,-0.116371304492244,0.538002640576411,0.712226475230364,0.959418744424003,0.456048694122109,-0.0448690245384488,-0.849039550671522,-0.38724296356894,0.368418460402587,-0.605218832416214,0.32717846765621,0.13238138697233,-0.694959920094713,0.196493695034288,-0.487731833821045,0.467697735423386,-0.437308622104406,-0.57391127901137,0.722627101519703,-0.323914019165809,0.582830146506205,-0.226291046614969,-0.241141466504564,-0.249524143844099,0.284083561898481,-0.131283088199025,0.501105069945887,0.331321324154471,-0.415000752165369,-0.029693163660349,0.413671619843841,0.0408590861035094,-0.134117119803281,-0.504619578054261,1.33588683241994,-0.474269203813805,-0.777338938236784,0.490302432287316,-0.460423575812278,-0.203810097889542,-0.723175328910931,-0.0836619059179362,-0.606628053631435,0.156557551059466
"C9",-0.923249767107829,-0.253391536340933,-0.0716023527853513,0.325912188763879,0.173784038039348,0.115528313341004,0.470027166482709,1.3224780340392,0.773635694590375,0.204365838717947,0.357397436753633,-0.00858463457346715,-0.42710358874682,-0.0991087199128296,-0.14262089826937,-1.18957129013539,1.37571306141635,0.208942928363296,1.42745909680143,0.19096564292864,0.126874988194068,-0.110248874564426,0.294017531164383,-0.220273898704271,0.955476350563849,-0.607428160761797,1.29545430567432,0.816976171236482,-0.544439717000711,0.542168067961548,-0.498152039732484,0.285498417632201,-1.01105625748248,0.603447768670932,0.29200605830919,-0.283048651007728,0.579914488919851,0.551214897863396,0.00374720760820522,0.10137538772161,-0.0745596544500619,0.0743246437729303,-0.355465761346417,0.505416665673216,0.443227821040484,-0.212491034453052,-0.671101167570381,0.235315894193296,-0.274477960581332,1.52305857181921
"C10",-0.770329008408679,-0.539448490766774,0.731958005860035,0.0189907984565623,0.0098381317993743,-0.0295619735199635,-0.590005847849158,0.409957690111127,-0.337127961796649,-0.35133292676955,0.272866294883691,-0.152437433598655,0.574994494111216,0.261146228152147,-0.237746432342321,-0.168001419152325,-0.195249949693589,0.447096562477843,0.963573611226693,0.565026791893198,0.706244703766085,-0.191679008396688,-0.458053512836001,1.01276754068165,-0.518938718943153,0.0113135495983642,0.488073573577817,0.444955737468067,0.838103212996198,-0.322206528579255,-1.02221416285205,0.255872833137216,-0.792513137601093,-0.915445544615695,1.01005378357366,-0.0357813566805263,-0.26286881428695,0.0751247445681828,-0.208614842157801,-0.298477559379884,0.271928369681142,1.24456264782524,-0.112384523595996,0.425577239996763,0.808070959231811,-1.36465974609505,-0.229483820712011,0.505080194900552,-0.292275306126023,0.434649135633382
